-23.281338,59.0366,-71.90769,
-23.281338,59.0366,-71.90769,
-0.63579214,62.775887,-63.39146,
-0.63579214,62.775887,-63.39146,
-2.9394922,65.46252,-68.09489,
-2.9394922,65.46252,-68.09489,
-0.028750975,65.53923,-65.069725,
-0.028750975,65.53923,-65.069725,
2.7259402,66.07805,-62.53451,
2.7259402,66.07805,-62.53451,
0.44504604,66.325554,-64.582405,
0.44504604,66.325554,-64.582405,
1.6433222,64.51715,-62.642735,
1.6433222,64.51715,-62.642735,
-1.5006799,63.341576,-64.0849,
-1.5006799,63.341576,-64.0849,
1.7798882,64.195786,-62.791824,
1.7798882,64.195786,-62.791824,
-3.759389,61.356644,-65.5338,
-3.759389,61.356644,-65.5338,
1.1670198,63.751095,-63.13436,
1.1670198,63.751095,-63.13436,
1.7388176,64.71328,-62.494713,
1.7388176,64.71328,-62.494713,
-3.5927193,62.655872,-66.257355,
-3.5927193,62.655872,-66.257355,
0.6586536,63.905388,-63.440693,
0.6586536,63.905388,-63.440693,
-1.6435647,62.292763,-64.04556,
-1.6435647,62.292763,-64.04556,
-3.9293005,61.432846,-67.093155,
-3.9293005,61.432846,-67.093155,
-3.499402,60.249077,-66.05283,
-3.499402,60.249077,-66.05283,
-0.08246826,63.10085,-63.27829,
-0.08246826,63.10085,-63.27829,
0.5146763,63.99878,-63.11642,
0.5146763,63.99878,-63.11642,
-21.627348,50.129322,-70.50223,
-21.627348,50.129322,-70.50223,
-4.008358,59.902,-66.00574,
-4.008358,59.902,-66.00574,
-2.2726197,59.139732,-64.9714,
-2.2726197,59.139732,-64.9714,
-3.0493543,61.970806,-65.028465,
-3.0493543,61.970806,-65.028465,
-22.205847,50.03107,-70.77453,
-22.205847,50.03107,-70.77453,
-21.955835,50.128822,-70.31562,
-21.955835,50.128822,-70.31562,
-2.9758394,60.564667,-65.24876,
-2.9758394,60.564667,-65.24876,
-4.651154,61.563816,-66.87386,
-4.651154,61.563816,-66.87386,
-23.356745,49.963875,-70.54114,
-23.356745,49.963875,-70.54114,
-4.300122,60.59887,-65.522865,
-4.300122,60.59887,-65.522865,
-23.65535,49.075603,-70.26749,
-23.65535,49.075603,-70.26749,
-23.198017,48.24708,-69.070496,
-23.198017,48.24708,-69.070496,
-1.3859363,62.843643,-63.282955,
-1.3859363,62.843643,-63.282955,
2.327011,63.487453,-61.9154,
2.327011,63.487453,-61.9154,
-1.980473,63.114048,-62.515644,
-1.980473,63.114048,-62.515644,
0.061749402,64.306694,-61.939964,
0.061749402,64.306694,-61.939964,
-0.30919644,63.88456,-62.175564,
-0.30919644,63.88456,-62.175564,
1.5164281,63.917656,-61.644634,
1.5164281,63.917656,-61.644634,
-3.9399426,60.127014,-61.463146,
-3.9399426,60.127014,-61.463146,
-1.651361,63.890656,-60.551197,
-1.651361,63.890656,-60.551197,
-1.5936855,62.876804,-57.988148,
-1.5936855,62.876804,-57.988148,
-0.6793969,63.944016,-58.68305,
-0.6793969,63.944016,-58.68305,
-0.65954584,63.386047,-56.545197,
-0.65954584,63.386047,-56.545197,
0.6030963,63.664383,-55.80441,
0.6030963,63.664383,-55.80441,
-1.3683857,62.143875,-55.071487,
-1.3683857,62.143875,-55.071487,
-1.427483,61.69319,-54.503,
-1.427483,61.69319,-54.503,
-1.0830097,61.854958,-52.54361,
-1.0830097,61.854958,-52.54361,
-0.8501562,60.855415,-51.263454,
-0.8501562,60.855415,-51.263454,
-2.1508675,60.191963,-49.938587,
-2.1508675,60.191963,-49.938587,
-1.6402673,60.211243,-48.28332,
-1.6402673,60.211243,-48.28332,
-1.8886088,59.60779,-45.74423,
-1.8886088,59.60779,-45.74423,
-2.338514,57.506004,-44.082306,
-2.338514,57.506004,-44.082306,
-2.542521,57.31595,-41.831318,
-2.542521,57.31595,-41.831318,
-3.2959514,56.128426,-41.20388,
-3.2959514,56.128426,-41.20388,
-3.623337,55.17399,-40.1276,
-3.623337,55.17399,-40.1276,
-4.255291,54.5025,-39.13947,
-4.255291,54.5025,-39.13947,
-4.429788,53.374268,-37.42714,
-4.429788,53.374268,-37.42714,
-5.1968665,52.18598,-36.021637,
-5.1968665,52.18598,-36.021637,
-5.946777,51.03402,-34.27851,
-5.946777,51.03402,-34.27851,
-6.277048,50.1336,-31.301191,
-6.277048,50.1336,-31.301191,
-6.5766664,49.15338,-29.872194,
-6.5766664,49.15338,-29.872194,
-7.5424647,47.70974,-28.854656,
-7.5424647,47.70974,-28.854656,
-8.230317,46.640778,-27.966808,
-8.230317,46.640778,-27.966808,
-8.058583,45.786156,-26.104923,
-8.058583,45.786156,-26.104923,
-8.683838,45.10234,-25.432663,
-8.683838,45.10234,-25.432663,
-9.260753,43.35379,-24.48426,
-9.260753,43.35379,-24.48426,
-9.746618,41.68695,-20.886904,
-9.746618,41.68695,-20.886904,
-10.863536,40.250416,-20.039158,
-10.863536,40.250416,-20.039158,
-11.446654,38.236122,-18.255413,
-11.446654,38.236122,-18.255413,
-11.065004,37.426617,-15.167165,
-11.065004,37.426617,-15.167165,
-11.285654,35.557034,-13.498318,
-11.285654,35.557034,-13.498318,
-12.393752,33.053955,-10.486092,
-12.393752,33.053955,-10.486092,
-12.572099,31.649265,-7.15331,
-12.572099,31.649265,-7.15331,
-12.592956,28.137806,-3.1321073,
-12.592956,28.137806,-3.1321073,
-13.058304,26.624603,-2.7165554,
-13.058304,26.624603,-2.7165554,
-13.40442,24.491295,0.37758514,
-13.40442,24.491295,0.37758514,
-12.926148,22.728886,3.057669,
-12.926148,22.728886,3.057669,
-13.77106,21.346317,4.906827,
-13.77106,21.346317,4.906827,
-13.79399,19.225548,8.330689,
-13.79399,19.225548,8.330689,
-14.005082,16.899757,10.454069,
-14.005082,16.899757,10.454069,
-13.5468235,14.394623,13.522952,
-13.5468235,14.394623,13.522952,
-13.663194,12.02631,15.272593,
-13.663194,12.02631,15.272593,
-14.722986,10.296818,15.766445,
-14.722986,10.296818,15.766445,
-14.949552,8.150875,15.616037,
-14.949552,8.150875,15.616037,
-15.824196,7.035904,15.037048,
-15.824196,7.035904,15.037048,
-15.924001,5.3142776,18.384106,
-15.924001,5.3142776,18.384106,
-16.196579,3.7332993,17.796928,
-16.196579,3.7332993,17.796928,
-15.691617,1.9021606,20.610207,
-15.691617,1.9021606,20.610207,
-15.68112,-0.098335266,22.566412,
-15.68112,-0.098335266,22.566412,
-15.902521,-0.74741364,23.461151,
